"","cty_name","iso3numeric","id","year","eiacty","oil_prod32_14","oil_price_2000","oil_price_nom","oil_value_nom","oil_value_2000","oil_value_2014","gas_prod55_14","gas_price_2000_mboe","gas_price_2000","gas_price_nom","gas_value_nom","gas_value_2000","gas_value_2014","oil_gas_value_nom","oil_gas_value_2000","oil_gas_value_2014","oil_gas_valuePOP_nom","oil_gas_valuePOP_2000","oil_gas_valuePOP_2014","oil_exports","net_oil_exports","net_oil_exports_mt","net_oil_exports_value","net_oil_exports_valuePOP","gas_exports","net_gas_exports_bcf","net_gas_exports_mboe","net_gas_exports_value","net_gas_exports_valuePOP","net_oil_gas_exports_valuePOP","population","pop_maddison","sovereign","mult_nom_2000","mult_nom_2014","mult_2000_2014"
"4140","Chile",152,"CHL",1972,"Chile",1417000,10.08942,2.48,25758792.8,106056729.113026,145803982.713712,55.9093010954,13591757.1614495,2.5105727848,0.19,184563979.896301,759905643.555001,1044698155.82251,210322772.696301,865962372.668026,1190502138.53622,21.1979263453,87.2782645372,119.9878468843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9921856,9717524,1,4.117302,5.66035776,1.3747735192
"4141","Senegal",686,"SEN",1982,"Senegal",0,58.02282,32.97,0,0,0,0,35532558.811195,6.56332173,2.46,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6169733,6169733,1,1.7844559585,2.4532227979,1.3747735192
"4142","Guatemala",320,"GTM",2014,"Guatemala",500578.644,71.9725878669,98.9460079051,363056794.558473,264084803.422247,363056794.558473,NA,17121245.3749253,3.1625147632,4.3477415504,NA,NA,NA,363056794.558473,264084803.422247,363056794.558473,22.8917617656,16.651296702,22.8917617656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15859714,NA,1,0.7273925385,1,1.3747735192
"4143","Serbia",688,"SRB",1936,NA,NA,13.38321,1.09,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.420786,17.07576768,1.3747735192
"4144","Vietnam",704,"VNM",1934,"Vietnam",0,12.71579,1,0,0,0,NA,0,NA,0.06,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.853008,17.66997504,1.3747735192
"4145","East Timor",626,"TMP",1953,"Timor-Leste (East Timor)",NA,12.27372,1.93,NA,NA,NA,NA,0,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442000,442000,0,6.43167,8.8420896,1.3747735192
"4146","Slovak Republic",703,"SVK",1989,"Slovakia",NA,24.86816,18.2261133,NA,NA,NA,3.8154243437,14010059.4335544,2.5878386076,1.69,38492078.4294774,53454321.819,73487586.121619,38492078.4294774,53454321.819,73487586.121619,7.2605630734,10.0828142036,13.8615859657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5301528,5244662,0,1.3887096774,1.9091612903,1.3747735192
"4147","United Arab Emirates",784,"ARE",1974,"United Arab Emirates",81400000,39.93295,11.58,6909345960,24140826404.7905,33188168872.0353,110.6052800889,13216605.4459199,2.4412774262,0.3,418389320.924127,1461826347.171,2009680151.70659,7327735280.92413,25602652751.9615,35197849023.7419,17354.5550980234,60635.7395300778,83360.4090208624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422237,453222,1,3.493938,4.80337344,1.3747735192
"4148","Myanmar",104,"MMR",1969,"Burma (Myanmar)",826503,8.347174,1.8,10904880.582,51189385.0913681,70373811.0858892,0.5496634547,15188938.806819,2.805592827,0.17,1778546.7976035,8348804.578,11477715.4505076,12683427.3796035,59538189.6693681,81851526.5363968,0.4838927803,2.2714759404,3.1227649722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26211235,26873709,1,4.694172,6.45342336,1.3747735192
"4149","Madagascar",450,"MDG",2012,"Madagascar",0,83.7544654913,111.669702381,0,0,0,0,10800827.7291659,1.9950521355,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22293914,NA,1,0.7500195998,1.0311070847,1.3747735192
"4150","Mongolia",496,"MNG",1996,"Mongolia",0,22.48449,20.6684884,0,0,0,0,12412518.0098546,2.2927521097,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494853,2494853,1,1.0975143403,1.508833652,1.3747735192
"4151","Korea, Dem. Rep.",408,"PRK",1968,"Korea, North",0,8.797903,1.8,0,0,0,0,14955265.6366302,2.7624303797,0.16,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13024159,13024159,1,4.947306,6.80142528,1.3747735192
"4152","Sri Lanka",144,"LKA",2008,"Sri Lanka",0,77.7856254495,97.2559728,0,0,0,0,38316711.6296489,7.0775906513,7.96,0,0,0,0,0,0,0,0,0,0,-38.26994,-1905843.012,-1086550694.86782,-51.4251677023,0,0,0,0,0,-51.4251677023,21128773,21128773,1,0.7998030682,1.0995480788,1.3747735192
"4153","Kazakhstan",398,"KAZ",1986,"Kazakhstan",23300000,22.21579,14.43,2464485270,3872120104.87226,5323288183.2,NA,23632833.4266869,4.3652890295,1.94,NA,NA,NA,2464485270,3872120104.87226,5323288183.2,155.2063863669,243.855289529,335.2457945525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15878762,15946119,0,1.5711678832,2.16,1.3747735192
"4154","Malaysia",458,"MYS",1958,"Malaysia",5403142,12.24772,2.08,82378464.1888,490395207.906574,674182345.754766,0,13786882.6533849,2.5466149789,0.12,0,0,0,82378464.1888,490395207.906574,674182345.754766,10.7423067374,63.9484578617,87.9146464596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7668601,7965930,1,5.952954,8.18396352,1.3747735192
"4155","Trinidad and Tobago",780,"TTO",1949,"Trinidad and Tobago",2816530,12.70712,1.78,36748393.522,265336116.172998,364777066.192398,NA,0,NA,0.06,NA,NA,NA,36748393.522,265336116.172998,364777066.192398,59.6564829903,430.7404483328,592.1705620006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616000,616000,0,7.220346,9.92634048,1.3747735192
"4156","Congo, Dem. Rep.",180,"ZAR",1935,"Congo (Kinshasa)",NA,12.03969,0.97,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.537882,17.23674816,1.3747735192
"4157","Cambodia",116,"KHM",1975,"Cambodia",0,36.43979,11.53,0,0,0,0,15016188.1005721,2.7736835443,0.44,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7491268,7491268,1,3.201198,4.40092224,1.3747735192
"4158","Niger",562,"NER",1973,"Niger",0,12.58577,3.29,0,0,0,0,13512777.2517836,2.4959841772,0.22,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5175408,5175408,1,3.876222,5.32892736,1.3747735192
"4159","Vietnam",704,"VNM",1999,"Vietnam",14600000,18.55794,17.9700778,1923121786.0004,1987764535.10966,2732726045.20162,3.35910909,11295988.7923191,2.0865147679,2.19,36710492.4985523,37944458.6329575,52165036.9275948,1959832278.49895,2025708993.74261,2784891082.12922,25.3432313996,26.195104724,36.0123363063,291.9101,291.9101,14537122.98,1977296294.23581,25.569064292,0,0,0,0,0,25.569064292,77331586,78089676,1,1.0336134454,1.4209843938,1.3747735192
"4160","Ukraine",804,"UKR",1992,"Ukraine",4474000,23.38595,19.3208366,633615630.211772,777680766.375389,1069134923.97587,124.1379628246,15418014.8094531,2.8479061181,1.74,1559400239.13516,1913960949.245,2631262829.73557,2193015869.34693,2691641715.62039,3700397753.71143,42.070751314,51.6363747418,70.9883206207,149.92406,-708.56391,-35286482.718,-6048210662.43854,-116.0286937414,0,-2765.16,-516.5491964911,-7964163161.31056,-152.7842695839,-268.8129633252,52126853,51869109,1,1.2273699216,1.6873556664,1.3747735192
"4161","Equatorial Guinea",226,"GNQ",1997,"Equatorial Guinea",2868853,20.3782,19.0925875,401492151.375918,430759803.532293,592197171.016382,0.2945672468,12932015.0758337,2.3887099156,2.32,3550524.77489934,3809348.07624714,5236990.86050199,405042676.150817,434569151.60854,597434161.876884,968.3066606522,1038.8935013353,1428.2432748671,52.4,52.4,2609520,389753453.2,931.7558049247,0,0,0,0,0,931.7558049247,418300,451026,1,1.0728971963,1.4749906542,1.3747735192
"4162","Somalia",706,"SOM",1954,"Somalia",NA,12.21305,1.93,NA,NA,NA,NA,0,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2622821,2622821,0,6.400674,8.79947712,1.3747735192
"4163","Chile",152,"CHL",1955,"Chile",352049,12.26506,1.93,4980401.9981,32006573.3623976,44001789.4977966,3.2997318065,12384826.4999508,2.2876371308,0.1,6359072.66532473,40866605.92,56182327.6369171,11339474.6634247,72873179.2823976,100184117.134714,1.6791040134,10.7907686584,14.834863003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6753289,6743269,1,6.426504,8.83498752,1.3747735192
"4164","Guyana",328,"GUY",1963,"Guyana",NA,9.994071,1.8,NA,NA,NA,NA,17058352.7221649,3.1508976793,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612069,612069,0,5.62233,7.7294304,1.3747735192
"4165","United States",840,"USA",1993,"United States",3.97e+08,20.01414,16.9716342,49387625238.342,58855010837.6643,80912310369.7172,3442.0244230446,15124772.6271366,2.7937405063,2.04,43685519245.4948,52059836775.6,71570485011.0827,93073144483.8368,110914847613.264,152482795380.8,359.1552187657,428.003658626,588.4080959842,106.83288,-7251.83287,-361141276.926,-52975807385.6254,-204.4256460485,140,-2210,-412.8418334727,-6244138862.24435,-24.0951895577,-228.5208356063,259144625,260255352,1,1.1916955017,1.6383114187,1.3747735192
"4166","Finland",246,"FIN",1987,"Finland",0,27.45986,18.4350394,0,0,0,0,16601063.0427361,3.0664303797,1.67,0,0,0,0,0,0,0,0,0,0,-213.55658,-10635117.684,-2140445332.94076,-434.0151968895,NA,NA,NA,NA,NA,NA,4931729,4931729,1,1.5158450704,2.083943662,1.3747735192
"4167","Sri Lanka",144,"LKA",1992,"Sri Lanka",0,23.38595,19.3208366,0,0,0,0,15418014.8094531,2.8479061181,1.74,0,0,0,0,0,0,0,0,0,0,-26.27452,-1308471.096,-224275933.01281,-12.6312716382,0,0,0,0,0,-12.6312716382,17755610,17755610,1,1.2273699216,1.6873556664,1.3747735192
"4168","United Arab Emirates",784,"ARE",1979,"United Arab Emirates",89800000,74.01507,31.61,20806776740,49351610945.2892,67847287855.6562,111.5809808757,23003312.7208218,4.2490084388,1.18,1082141448.81666,2566732196.78,3528675454.91818,21888918188.8167,51918343142.0692,71375963310.5744,23169.0793289808,54954.7584084091,75550.346611923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944747,884040,1,2.3719008264,3.2608264463,1.3747735192
"4169","Lebanon",422,"LBN",1988,"Lebanon",0,21.41834,14.9238417,0,0,0,0,14635548.3378126,2.7033744726,1.69,0,0,0,0,0,0,0,0,0,0,-24.7911,-1234596.78,-193809236.20251,-62.5526447413,NA,NA,NA,NA,NA,NA,3098338,3098338,1,1.4556213018,2.0011496196,1.3747735192
"4170","Indonesia",360,"IDN",1983,"Indonesia",66100000,50.38642,29.55,14317359150,24753506482.2289,34030465218.2169,241.8484179178,31265639.2099653,5.7751666667,2.59,4373576769.22621,7561545378.12001,10395412349.7945,18690935919.2262,32315051860.3489,44425877568.0114,118.9124936381,205.5896727358,282.6392378907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157182272,157207776.21267,1,1.7289156627,2.3768674699,1.3747735192
"4171","Lesotho",426,"LSO",1958,"Lesotho",NA,12.24772,2.08,NA,NA,NA,NA,13786882.6533849,2.5466149789,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827697,827697,0,5.952954,8.18396352,1.3747735192
"4172","Djibouti",262,"DJI",1976,"Djibouti",NA,38.23404,12.8,NA,NA,NA,NA,17871229.028872,3.3010464135,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217219,217219,0,3.025554,4.15945152,1.3747735192
"4173","North Vietnam",998,"VDR",1956,NA,0,12.07436,1.93,0,0,0,NA,13319530.6022402,2.4602890295,0.11,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28327287,28327287,1,6.333516,8.70715008,1.3747735192
"4174","Korea, Dem. Rep.",408,"PRK",1999,"Korea, North",0,18.55794,17.9700778,0,0,0,0,11295988.7923191,2.0865147679,2.19,0,0,0,0,0,0,0,0,0,0,-44.42076,-2212153.848,-300890596.574556,-14.2588068335,0,0,0,0,0,-14.2588068335,21102088,21102088,1,1.0336134454,1.4209843938,1.3747735192
"4175","Suriname",740,"SUR",1964,"Suriname",NA,9.864053,1.8,NA,NA,NA,NA,15889969.7389196,2.9350822785,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326689,326689,0,5.54484,7.6228992,1.3747735192
"4176","South Vietnam",714,"VSO",1952,NA,0,10.95621,1.71,0,0,0,NA,0,NA,0.08,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26246839,26246839,1,6.48333,8.9131104,1.3747735192
"4177","Netherlands",528,"NLD",1940,"Netherlands",NA,12.37774,1.02,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8879000,8879000,1,12.270972,16.86980736,1.3747735192
"4178","Trinidad and Tobago",780,"TTO",1994,"Trinidad and Tobago",7090000,18.26323,15.8173152,822021125.74944,955141955.830321,1313103867.91781,44.9130551681,13479751.8853629,2.4898839662,1.85,521038186.410314,605416840.08,832311039.797787,1343059312.15975,1560558795.91032,2145414907.7156,1076.6809166213,1251.0421986652,1719.8996860813,64.20148,32.52148,1619569.704,216790753.250846,173.7931190468,0,0,0,0,0,173.7931190468,1247407,1265000,1,1.1619433198,1.5974089069,1.3747735192
"4179","Mauritania",478,"MRT",1994,"Mauritania",0,18.26323,15.8173152,0,0,0,0,13479751.8853629,2.4898839662,1.85,0,0,0,0,0,0,0,0,0,0,-18.84,-938232,-125588927.418,-57.521602236,0,0,0,0,0,-57.521602236,2183335,2183335,1,1.1619433198,1.5974089069,1.3747735192
"4180","Sweden",752,"SWE",1955,"Sweden",NA,12.26506,1.93,NA,NA,NA,0,12384826.4999508,2.2876371308,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7262000,7262000,1,6.426504,8.83498752,1.3747735192
"4181","German Democratic Republic (East Germany)",278,"DDR",1970,NA,59760,7.879107,1.8,788473.44,3494851.75271232,4804629.64303196,2.66,14359329.9523663,2.6523533755,0.17,8617357.72657659,38195817.6732944,52510598.6800524,9405831.16657659,41690669.4260067,57315228.3230844,0.5514029292,2.4440537827,3.3600204199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17058000,NA,1,4.432428,6.09358464,1.3747735192
"4182","Turkey",792,"TUR",1936,"Turkey",NA,13.38321,1.09,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16434000,16434000,1,12.420786,17.07576768,1.3747735192
"4183","Myanmar",104,"MMR",1959,"Burma (Myanmar)",541940,12.14371,2.08,8262634.016,48760232.5428167,67034276.4881316,0.0337958097,14721586.7556743,2.7192668776,0.13,84308.2796756102,497527.945,683988.243829966,8346942.29567561,49257760.4878167,67718264.7319615,0.3819204944,2.2538251218,3.0984990943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21855183,22458612,1,5.901294,8.11294272,1.3747735192
"4184","Namibia",516,"NAM",2003,"Namibia",0,26.54107,28.8307031,0,0,0,0,32052805.6429692,5.9205664557,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983430,1983430,1,0.9358695652,1.2866086957,1.3747735192
"4185","Iraq",368,"IRQ",1946,"Iraq",4872268,9.768706,1.12,39999371.3728,352315663.032763,484354243.924067,NA,0,NA,0.05,NA,NA,NA,39999371.3728,352315663.032763,484354243.924067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.80803,12.1090464,1.3747735192
"4186","Zimbabwe",716,"ZWE",2013,"Zimbabwe",0,80.3195300542,108.6585177866,0,0,0,0,14835996.8499363,2.7403998971,3.7072900048,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,14149648,NA,1,0.7391922114,1.0162218779,1.3747735192
"4187","Uzbekistan",860,"UZB",1943,"Uzbekistan",NA,11.81433,1.2,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.951438,13.68097344,1.3747735192
"4188","Mauritius",480,"MUS",1972,"Mauritius",0,10.08942,2.48,0,0,0,0,13591757.1614495,2.5105727848,0.19,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851334,851334,1,4.117302,5.66035776,1.3747735192
"4189","Botswana",72,"BWA",1970,"Botswana",0,7.879107,1.8,0,0,0,0,14359329.9523663,2.6523533755,0.17,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583999,583999,1,4.432428,6.09358464,1.3747735192
"4190","Turkey",792,"TUR",2008,"Turkey",2070918.06,77.7856254495,97.2559728,1476329073.27047,1180772522.52488,1623294796.12341,6.735602312,38316711.6296489,7.0775906513,7.96,322687098.478635,258086131.442762,354809979.170928,1799016171.7491,1438858653.96764,1978104775.29433,24.3392299639,19.4665908036,26.7621535451,0,-434.53624,-21639904.752,-12337245721.2437,-166.9129302146,15.36203,-1296.69617,-242.2309612126,-9281493888.55489,-125.5710858575,-292.4840160721,73914260,75793836,1,0.7998030682,1.0995480788,1.3747735192
"4191","Bhutan",64,"BTN",1973,"Bhutan",0,12.58577,3.29,0,0,0,0,13512777.2517836,2.4959841772,0.22,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346304,346304,1,3.876222,5.32892736,1.3747735192
"4192","Finland",246,"FIN",1936,"Finland",NA,13.38321,1.09,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3601000,3601000,1,12.420786,17.07576768,1.3747735192
"4193","Niger",562,"NER",1960,"Niger",0,10.91287,1.9,0,0,0,0,15656296.5687308,2.8919198312,0.14,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3912663,3912663,1,5.808306,7.98510528,1.3747735192
"4194","Madagascar",450,"MDG",1953,"Madagascar",NA,12.27372,1.93,NA,NA,NA,NA,0,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4839248,4839248,0,6.43167,8.8420896,1.3747735192
"4195","Sri Lanka",144,"LKA",1996,"Sri Lanka",0,22.48449,20.6684884,0,0,0,0,12412518.0098546,2.2927521097,2.17,0,0,0,0,0,0,0,0,0,0,-40.7683,-2030261.34,-334578868.288455,-17.911392659,0,0,0,0,0,-17.911392659,18679668,18679668,1,1.0975143403,1.508833652,1.3747735192
"4196","Lebanon",422,"LBN",2005,"Lebanon",0,47.25731,54.5210895,0,0,0,0,48773200.8760436,9.0090390295,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3829722,3829722,1,0.8817204301,1.2121658986,1.3747735192
"4197","Gabon",266,"GAB",1968,"Gabon",4594262,8.797903,1.8,60616692.828,299889328.128121,412279906.990354,0.1670528626,14955265.6366302,2.7624303797,0.16,504985.932950176,2498319.936,3434624.09041171,61121678.7609502,302387648.064121,415714531.080766,118.8067533738,587.7733638068,808.0552558314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514463,496853,1,4.947306,6.80142528,1.3747735192
"4198","Jamaica",388,"JAM",1988,"Jamaica",0,21.41834,14.9238417,0,0,0,0,14635548.3378126,2.7033744726,1.69,0,0,0,0,0,0,0,0,0,0,-13.69559,-682040.382,-107067933.139019,-45.9474459297,NA,NA,NA,NA,NA,NA,2330226,2330226,1,1.4556213018,2.0011496196,1.3747735192
"4199","Swaziland",748,"SWZ",1954,"Swaziland",NA,12.21305,1.93,NA,NA,NA,NA,0,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304057,304057,0,6.400674,8.79947712,1.3747735192
"4200","Algeria",12,"DZA",1941,"Algeria",NA,13.17518,1.14,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.688936,16.06963968,1.3747735192
"4201","Syrian Arab Republic",760,"SYR",1977,"Syria",9117000,39.04015,13.92,930240331.2,2641489979.18823,3631450474.52442,3.2983309439,22498960.609321,4.1558481013,0.79,26133819.1745393,74209017.984,102020592.807551,956374150.374539,2715698997.17223,3733471067.33197,118.7085086629,337.082069612,463.4115030874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8056492,7932503,1,2.839578,3.90377664,1.3747735192
"4202","Portugal",620,"PRT",2008,"Portugal",0,77.7856254495,97.2559728,0,0,0,0,38316711.6296489,7.0775906513,7.96,0,0,0,0,0,0,0,0,0,0.38934,-257.47727,-12822368.046,-7310231127.38537,-684.6766646329,0,-168.20535,-31.4218122597,-1203980519.23546,-112.7648841505,-797.4415487834,10676910,10676910,1,0.7998030682,1.0995480788,1.3747735192
"4203","Guinea",324,"GIN",1950,"Guinea",NA,12.08303,1.71,NA,NA,NA,NA,0,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585509,2585509,0,7.148022,9.82691136,1.3747735192
"4204","Taiwan",158,"TWN",2014,"Taiwan",9760.8,71.9725878669,98.9460079051,7079256.78173027,5149398.5613255,7079256.78173027,2.2638,17121245.3749253,3.1625147632,4.3477415504,53284950.3218832,38759075.2797559,53284950.3218832,60364207.1036135,43908473.8410814,60364207.1036135,2.5840921729,1.8796493654,2.5840921729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23359928,NA,1,0.7273925385,1,1.3747735192
"4205","Mongolia",496,"MNG",1932,"Mongolia",NA,10.86086,0.87,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12.599874,17.32197312,1.3747735192
"4206","Zimbabwe",716,"ZWE",1975,"Zimbabwe",0,36.43979,11.53,0,0,0,0,15016188.1005721,2.7736835443,0.44,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6341797,6341797,1,3.201198,4.40092224,1.3747735192
"4207","Bhutan",64,"BTN",1962,"Bhutan",0,10.12409,1.8,0,0,0,0,17292025.8923537,3.1940601266,0.16,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225044,225044,1,5.689488,7.82175744,1.3747735192
"4208","Japan",392,"JPN",1941,"Japan",NA,13.17518,1.14,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74005000,74005000,1,11.688936,16.06963968,1.3747735192
"4209","Ireland",372,"IRL",1958,"Ireland",NA,12.24772,2.08,NA,NA,NA,NA,13786882.6533849,2.5466149789,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2851522,2851522,1,5.952954,8.18396352,1.3747735192
"4210","Mexico",484,"MEX",1940,"Mexico",6015847,12.37774,1.02,44978081.6802,551924780.911447,758771573.367319,NA,0,NA,0.05,NA,NA,NA,44978081.6802,551924780.911447,758771573.367319,2.2055647369,27.064423131,37.207452232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20393000,20393000,1,12.270972,16.86980736,1.3747735192
"4211","Czechoslovakia",200,"CZK",1993,NA,NA,20.01414,16.9716342,NA,NA,NA,NA,15124772.6271366,2.7937405063,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.1916955017,1.6383114187,1.3747735192
"4212","China",156,"CHN",1983,"China",1.06e+08,50.38642,29.55,22959759000,39695486945.7831,54572304283.3735,83.4294215817,31265639.2099653,5.7751666667,2.59,1508734203.18776,2608474194.668,3586061248.25159,24468493203.1878,42303961140.4511,58158365531.6251,23.896100213,41.3143419345,56.7978632532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1023953406,1023288000,1,1.7289156627,2.3768674699,1.3747735192
"4213","Italy",380,"ITA",1948,"Italy",9699,14.06798,1.99,141476.4033,1011276.44326927,1390276.07476071,NA,0,NA,0.07,NA,NA,NA,141476.4033,1011276.44326927,1390276.07476071,0.0030503095,0.0218036792,0.0299751207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46381000,46381000,1,7.148022,9.82691136,1.3747735192
"4214","Guyana",328,"GUY",1971,"Guyana",0,9.413323,2.24,0,0,0,0,14018642.7165789,2.5894240506,0.18,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728990,728990,1,4.246452,5.83790976,1.3747735192
"4215","Zimbabwe",716,"ZWE",1991,"Zimbabwe",0,24.95484,20.0033852,0,0,0,0,19477222.3879517,3.5976940928,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10437423,10437423,1,1.2643171806,1.7381497797,1.3747735192
"4216","Greece",300,"GRC",1970,"Greece",0,7.879107,1.8,0,0,0,0,14359329.9523663,2.6523533755,0.17,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8792806,8792806,1,4.432428,6.09358464,1.3747735192
"4217","Somalia",706,"SOM",2007,"Somalia",0,60.1199916104,72.3890784,0,0,0,0,31248808.1865621,5.7720577596,6.25,0,0,0,0,0,0,0,0,0,0,-1.2,-59760,-26332556.3253477,-2.834014682,0,0,0,0,0,-2.834014682,9291609,9291609,1,0.8305119079,1.1417657783,1.3747735192
"4218","Kazakhstan",398,"KAZ",1967,"Kazakhstan",NA,9.161955,1.8,NA,NA,NA,NA,15656296.5687308,2.8919198312,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12451717,12451717,0,5.153946,7.08550848,1.3747735192
